"trialid","subj","aborted","xpos","ypos","regnum"
0,"126",FALSE,677,680,14
1,"126",FALSE,401,492,8
2,"126",FALSE,419,511,8
3,"126",FALSE,844,516,18
4,"126",FALSE,445,499,8
5,"126",FALSE,631,691,14
6,"126",FALSE,839,532,18
7,"126",FALSE,641,298,12
8,"126",FALSE,442,493,8
9,"126",FALSE,692,317,12
10,"126",FALSE,655,702,14
11,"126",FALSE,674,298,12
12,"126",FALSE,617,697,14
13,"126",FALSE,812,493,18
14,"126",FALSE,422,476,8
15,"126",FALSE,827,531,18
16,"126",FALSE,597,300,12
17,"126",TRUE,NA,NA,NA
18,"126",TRUE,NA,NA,NA
19,"126",FALSE,442,483,8
20,"126",FALSE,666,274,12
21,"126",FALSE,815,477,18
22,"126",FALSE,629,693,14
23,"126",FALSE,814,469,18
24,"126",FALSE,635,308,12
25,"126",TRUE,NA,NA,NA
26,"126",TRUE,NA,NA,NA
27,"126",TRUE,451,487,8
28,"126",FALSE,634,256,12
29,"126",FALSE,838,503,18
0,"127",TRUE,NA,NA,NA
1,"127",FALSE,852,496,18
2,"127",FALSE,651,696,14
3,"127",FALSE,635,676,14
4,"127",FALSE,614,353,12
5,"127",FALSE,374,471,8
6,"127",FALSE,840,510,18
7,"127",FALSE,447,478,8
8,"127",FALSE,429,501,8
9,"127",FALSE,838,462,18
10,"127",FALSE,634,299,12
11,"127",FALSE,405,512,8
12,"127",FALSE,827,520,18
13,"127",TRUE,NA,NA,NA
14,"127",FALSE,611,280,12
15,"127",FALSE,617,719,14
16,"127",FALSE,635,370,12
17,"127",FALSE,662,311,12
18,"127",TRUE,NA,NA,NA
19,"127",TRUE,NA,NA,NA
20,"127",FALSE,620,682,14
21,"127",FALSE,839,480,18
22,"127",FALSE,889,454,18
23,"127",FALSE,630,298,12
24,"127",FALSE,847,491,18
25,"127",FALSE,831,480,18
26,"127",FALSE,416,473,8
27,"127",FALSE,840,522,18
28,"127",FALSE,614,306,12
29,"127",FALSE,638,279,12
0,"128",TRUE,NA,NA,NA
1,"128",TRUE,NA,NA,NA
2,"128",FALSE,443,500,8
3,"128",FALSE,619,711,14
4,"128",FALSE,644,703,14
5,"128",FALSE,630,292,12
6,"128",FALSE,625,286,12
7,"128",TRUE,NA,NA,NA
8,"128",FALSE,823,480,18
9,"128",FALSE,834,514,18
10,"128",FALSE,450,508,8
11,"128",FALSE,631,716,14
12,"128",FALSE,458,492,8
13,"128",FALSE,648,290,12
14,"128",FALSE,450,511,8
15,"128",FALSE,602,274,12
16,"128",TRUE,635,717,14
17,"128",FALSE,645,723,14
18,"128",FALSE,857,511,18
19,"128",FALSE,641,713,14
20,"128",FALSE,409,536,8
21,"128",FALSE,841,506,18
22,"128",FALSE,621,720,14
23,"128",FALSE,816,477,18
24,"128",FALSE,579,670,14
25,"128",FALSE,624,357,12
26,"128",FALSE,629,306,12
27,"128",FALSE,429,500,8
28,"128",TRUE,NA,NA,NA
29,"128",FALSE,430,513,8
0,"129",FALSE,436,536,8
1,"129",FALSE,635,674,14
2,"129",FALSE,842,497,18
3,"129",FALSE,650,291,12
4,"129",FALSE,623,310,12
5,"129",TRUE,NA,NA,NA
6,"129",FALSE,641,689,14
7,"129",FALSE,834,490,18
8,"129",FALSE,635,321,12
9,"129",FALSE,653,688,14
10,"129",FALSE,652,685,14
11,"129",FALSE,634,302,12
12,"129",FALSE,846,504,18
13,"129",FALSE,426,501,8
14,"129",FALSE,639,286,12
15,"129",FALSE,659,301,12
16,"129",FALSE,639,282,12
17,"129",FALSE,648,312,12
18,"129",FALSE,425,501,8
19,"129",FALSE,635,288,12
20,"129",FALSE,634,344,12
21,"129",FALSE,636,296,12
22,"129",FALSE,849,496,18
23,"129",FALSE,619,699,14
24,"129",FALSE,603,707,14
25,"129",TRUE,813,475,18
26,"129",FALSE,402,522,8
27,"129",FALSE,421,497,8
28,"129",FALSE,603,265,12
29,"129",FALSE,426,515,8
0,"130",FALSE,638,713,14
1,"130",FALSE,836,483,18
2,"130",FALSE,623,287,12
3,"130",FALSE,607,723,14
4,"130",FALSE,814,514,18
5,"130",FALSE,412,483,8
6,"130",FALSE,668,746,14
7,"130",FALSE,428,497,8
8,"130",FALSE,440,496,8
9,"130",FALSE,640,779,14
10,"130",FALSE,789,457,18
11,"130",FALSE,649,727,14
12,"130",FALSE,651,723,14
13,"130",FALSE,607,734,14
14,"130",FALSE,419,509,8
15,"130",FALSE,435,464,8
16,"130",FALSE,669,296,12
17,"130",FALSE,842,490,18
18,"130",FALSE,438,492,8
19,"130",FALSE,611,294,12
20,"130",TRUE,NA,NA,NA
21,"130",FALSE,647,753,14
22,"130",TRUE,854,507,18
23,"130",FALSE,809,517,18
24,"130",FALSE,633,707,14
25,"130",FALSE,444,510,8
26,"130",FALSE,597,689,14
27,"130",FALSE,639,340,12
28,"130",FALSE,820,531,18
29,"130",FALSE,843,511,18
0,"131",FALSE,458,506,8
1,"131",FALSE,825,531,18
2,"131",FALSE,809,562,18
3,"131",FALSE,815,469,18
4,"131",FALSE,602,719,14
5,"131",FALSE,636,336,12
6,"131",FALSE,831,490,18
7,"131",FALSE,419,515,8
8,"131",FALSE,628,712,14
9,"131",FALSE,657,688,14
10,"131",FALSE,657,280,12
11,"131",FALSE,614,295,12
12,"131",FALSE,651,288,12
13,"131",FALSE,383,519,8
14,"131",FALSE,614,345,12
15,"131",FALSE,838,501,18
16,"131",FALSE,648,727,14
17,"131",FALSE,886,499,18
18,"131",FALSE,446,454,8
19,"131",FALSE,612,688,14
20,"131",FALSE,855,489,18
21,"131",FALSE,646,326,12
22,"131",FALSE,784,548,18
23,"131",FALSE,619,739,14
24,"131",FALSE,648,699,14
25,"131",FALSE,638,292,12
26,"131",FALSE,420,485,8
27,"131",FALSE,471,499,8
28,"131",FALSE,417,487,8
29,"131",FALSE,678,314,12
0,"132",FALSE,835,525,18
1,"132",FALSE,636,295,12
2,"132",FALSE,642,296,12
3,"132",FALSE,629,303,12
4,"132",FALSE,855,493,18
5,"132",FALSE,405,513,8
6,"132",FALSE,429,499,8
7,"132",FALSE,661,336,12
8,"132",FALSE,602,691,14
9,"132",FALSE,635,701,14
10,"132",FALSE,644,326,12
11,"132",FALSE,851,512,18
12,"132",FALSE,433,485,8
13,"132",FALSE,837,503,18
14,"132",FALSE,593,742,14
15,"132",FALSE,663,667,14
16,"132",FALSE,853,499,18
17,"132",FALSE,454,502,8
18,"132",FALSE,817,518,18
19,"132",FALSE,636,308,12
20,"132",FALSE,598,278,12
21,"132",FALSE,822,490,18
22,"132",FALSE,628,701,14
23,"132",FALSE,661,292,12
24,"132",FALSE,646,338,12
25,"132",FALSE,807,540,18
26,"132",FALSE,607,335,12
27,"132",FALSE,629,325,12
28,"132",FALSE,634,706,14
29,"132",FALSE,469,515,8
0,"135",FALSE,819,558,18
1,"135",TRUE,NA,NA,NA
2,"135",FALSE,624,267,12
3,"135",FALSE,872,515,18
4,"135",FALSE,786,520,18
5,"135",FALSE,413,500,8
6,"135",FALSE,642,323,12
7,"135",TRUE,NA,NA,NA
8,"135",FALSE,413,540,8
9,"135",FALSE,649,714,14
10,"135",FALSE,642,742,14
11,"135",FALSE,852,544,18
12,"135",FALSE,646,722,14
13,"135",FALSE,445,518,8
14,"135",FALSE,652,752,14
15,"135",FALSE,429,561,8
16,"135",FALSE,628,291,12
17,"135",FALSE,858,542,18
18,"135",FALSE,441,519,8
19,"135",FALSE,621,304,12
20,"135",FALSE,808,523,18
21,"135",FALSE,628,292,12
22,"135",FALSE,842,507,18
23,"135",FALSE,835,493,18
24,"135",FALSE,844,493,18
25,"135",FALSE,799,456,18
26,"135",FALSE,667,758,14
27,"135",FALSE,666,737,14
28,"135",FALSE,667,696,14
29,"135",FALSE,621,306,12
0,"136",TRUE,597,274,12
1,"136",FALSE,638,684,14
2,"136",FALSE,418,509,8
3,"136",FALSE,823,531,18
4,"136",FALSE,652,329,12
5,"136",FALSE,644,729,14
6,"136",FALSE,628,339,12
7,"136",FALSE,420,507,8
8,"136",FALSE,791,520,18
9,"136",FALSE,665,318,12
10,"136",FALSE,624,314,12
11,"136",FALSE,826,511,18
12,"136",FALSE,622,337,12
13,"136",FALSE,637,702,14
14,"136",FALSE,858,516,18
15,"136",FALSE,636,333,12
16,"136",FALSE,660,320,12
17,"136",FALSE,671,314,12
18,"136",FALSE,832,467,18
19,"136",FALSE,840,474,18
20,"136",FALSE,646,299,12
21,"136",FALSE,646,716,14
22,"136",FALSE,862,497,18
23,"136",FALSE,629,710,14
24,"136",FALSE,859,477,18
25,"136",TRUE,NA,NA,NA
26,"136",FALSE,619,266,12
27,"136",FALSE,655,300,12
28,"136",FALSE,655,313,12
29,"136",FALSE,622,696,14
0,"137",FALSE,618,304,12
1,"137",FALSE,624,710,14
2,"137",FALSE,625,285,12
3,"137",FALSE,451,493,8
4,"137",FALSE,632,294,12
5,"137",FALSE,636,264,12
6,"137",FALSE,667,680,14
7,"137",FALSE,633,722,14
8,"137",TRUE,NA,NA,NA
9,"137",FALSE,653,309,12
10,"137",TRUE,NA,NA,NA
11,"137",FALSE,633,295,12
12,"137",FALSE,649,712,14
13,"137",FALSE,434,511,8
14,"137",FALSE,628,722,14
15,"137",FALSE,578,252,12
16,"137",FALSE,609,310,12
17,"137",FALSE,657,700,14
18,"137",FALSE,446,570,8
19,"137",FALSE,620,289,12
20,"137",FALSE,619,314,12
21,"137",FALSE,419,484,8
22,"137",FALSE,840,504,18
23,"137",FALSE,823,501,18
24,"137",TRUE,628,328,12
25,"137",FALSE,888,497,18
26,"137",TRUE,NA,NA,NA
27,"137",FALSE,839,513,18
28,"137",FALSE,808,532,18
29,"137",FALSE,847,478,18
0,"138",TRUE,645,722,14
1,"138",FALSE,829,491,18
2,"138",TRUE,NA,NA,NA
3,"138",TRUE,NA,NA,NA
4,"138",FALSE,633,716,14
5,"138",FALSE,416,535,8
6,"138",FALSE,455,516,8
7,"138",FALSE,819,532,18
8,"138",TRUE,NA,NA,NA
9,"138",FALSE,831,510,18
10,"138",TRUE,NA,NA,NA
11,"138",FALSE,659,284,12
12,"138",TRUE,821,495,18
13,"138",FALSE,832,510,18
14,"138",TRUE,NA,NA,NA
15,"138",FALSE,636,316,12
16,"138",TRUE,375,502,8
17,"138",FALSE,424,476,8
18,"138",FALSE,660,324,12
19,"138",FALSE,800,510,18
20,"138",TRUE,NA,NA,NA
21,"138",FALSE,643,273,12
22,"138",FALSE,834,492,18
23,"138",FALSE,876,504,18
24,"138",FALSE,667,337,12
25,"138",FALSE,827,555,18
26,"138",FALSE,642,700,14
27,"138",FALSE,401,492,8
28,"138",FALSE,865,479,18
29,"138",FALSE,626,730,14
0,"139",FALSE,640,708,14
1,"139",FALSE,638,332,12
2,"139",FALSE,610,274,12
3,"139",TRUE,428,518,8
4,"139",FALSE,860,504,18
5,"139",FALSE,655,716,14
6,"139",FALSE,631,695,14
7,"139",FALSE,867,483,18
8,"139",FALSE,617,683,14
9,"139",FALSE,849,499,18
10,"139",FALSE,843,479,18
11,"139",FALSE,423,485,8
12,"139",FALSE,616,702,14
13,"139",FALSE,418,525,8
14,"139",FALSE,655,717,14
15,"139",FALSE,397,511,8
16,"139",FALSE,618,747,14
17,"139",FALSE,838,475,18
18,"139",FALSE,616,317,12
19,"139",FALSE,853,504,18
20,"139",FALSE,836,509,18
21,"139",FALSE,594,281,12
22,"139",FALSE,844,521,18
23,"139",FALSE,443,516,8
24,"139",FALSE,817,509,18
25,"139",FALSE,425,503,8
26,"139",FALSE,450,479,8
27,"139",FALSE,809,522,18
28,"139",FALSE,632,294,12
29,"139",FALSE,440,527,8
0,"140",FALSE,626,290,12
1,"140",FALSE,642,700,14
2,"140",FALSE,434,511,8
3,"140",TRUE,461,516,8
4,"140",FALSE,632,296,12
5,"140",FALSE,635,294,12
6,"140",FALSE,643,700,14
7,"140",FALSE,449,521,8
8,"140",FALSE,639,688,14
9,"140",FALSE,620,683,14
10,"140",FALSE,428,512,8
11,"140",FALSE,855,487,18
12,"140",FALSE,432,496,8
13,"140",FALSE,830,510,18
14,"140",FALSE,808,518,18
15,"140",FALSE,640,307,12
16,"140",FALSE,394,513,8
17,"140",FALSE,845,502,18
18,"140",FALSE,410,498,8
19,"140",FALSE,628,298,12
20,"140",FALSE,824,495,18
21,"140",TRUE,NA,NA,NA
22,"140",FALSE,446,520,8
23,"140",FALSE,447,507,8
24,"140",TRUE,452,496,8
25,"140",FALSE,638,699,14
26,"140",FALSE,638,309,12
27,"140",FALSE,640,288,12
28,"140",FALSE,616,709,14
29,"140",FALSE,626,298,12
0,"141",TRUE,NA,NA,NA
1,"141",FALSE,809,507,18
2,"141",FALSE,843,536,18
3,"141",FALSE,629,678,14
4,"141",FALSE,453,508,8
5,"141",FALSE,621,701,14
6,"141",FALSE,449,520,8
7,"141",FALSE,639,730,14
8,"141",FALSE,479,512,8
9,"141",FALSE,639,323,12
10,"141",FALSE,630,344,12
11,"141",FALSE,628,327,12
12,"141",FALSE,430,493,8
13,"141",FALSE,634,323,12
14,"141",FALSE,625,687,14
15,"141",FALSE,813,531,18
16,"141",FALSE,479,502,8
17,"141",FALSE,615,697,14
18,"141",FALSE,647,696,14
19,"141",FALSE,647,345,12
20,"141",FALSE,634,331,12
21,"141",FALSE,869,524,18
22,"141",FALSE,612,719,14
23,"141",FALSE,406,536,8
24,"141",FALSE,834,490,18
25,"141",FALSE,811,500,18
26,"141",FALSE,589,680,14
27,"141",FALSE,630,318,12
28,"141",FALSE,482,530,8
29,"141",FALSE,847,520,18
0,"143",FALSE,412,516,8
1,"143",FALSE,817,494,18
2,"143",FALSE,639,714,14
3,"143",FALSE,417,485,8
4,"143",FALSE,656,689,14
5,"143",FALSE,610,714,14
6,"143",FALSE,616,709,14
7,"143",FALSE,426,503,8
8,"143",FALSE,832,495,18
9,"143",FALSE,633,700,14
10,"143",FALSE,644,723,14
11,"143",FALSE,581,323,12
12,"143",FALSE,447,523,8
13,"143",FALSE,643,287,12
14,"143",FALSE,414,515,8
15,"143",FALSE,656,308,12
16,"143",FALSE,635,741,14
17,"143",FALSE,396,497,8
18,"143",FALSE,643,685,14
19,"143",FALSE,866,527,18
20,"143",FALSE,667,301,12
21,"143",FALSE,618,286,12
22,"143",FALSE,642,707,14
23,"143",FALSE,639,715,14
24,"143",FALSE,847,495,18
25,"143",FALSE,653,706,14
26,"143",FALSE,662,303,12
27,"143",FALSE,443,527,8
28,"143",FALSE,825,480,18
29,"143",FALSE,581,255,12
0,"149",FALSE,618,708,14
1,"149",FALSE,443,518,8
2,"149",FALSE,841,508,18
3,"149",FALSE,646,310,12
4,"149",FALSE,412,512,8
5,"149",FALSE,901,510,18
6,"149",FALSE,623,705,14
7,"149",FALSE,406,538,8
8,"149",FALSE,874,502,18
9,"149",FALSE,836,497,18
10,"149",FALSE,416,568,8
11,"149",FALSE,645,710,14
12,"149",FALSE,379,542,8
13,"149",FALSE,452,512,8
14,"149",FALSE,581,294,12
15,"149",FALSE,381,493,8
16,"149",FALSE,842,505,18
17,"149",FALSE,615,290,12
18,"149",FALSE,820,525,18
19,"149",FALSE,624,707,14
20,"149",FALSE,678,302,12
21,"149",FALSE,448,496,8
22,"149",FALSE,437,492,8
23,"149",FALSE,633,691,14
24,"149",FALSE,439,500,8
25,"149",FALSE,582,677,14
26,"149",FALSE,601,718,14
27,"149",FALSE,417,584,8
28,"149",FALSE,845,472,18
29,"149",FALSE,614,719,14
0,"150",FALSE,626,698,14
1,"150",FALSE,841,513,18
2,"150",FALSE,651,727,14
3,"150",TRUE,NA,NA,NA
4,"150",FALSE,627,328,12
5,"150",FALSE,635,291,12
6,"150",FALSE,822,448,18
7,"150",FALSE,606,315,12
8,"150",FALSE,830,505,18
9,"150",FALSE,831,500,18
10,"150",FALSE,450,510,8
11,"150",TRUE,663,331,12
12,"150",FALSE,639,727,14
13,"150",FALSE,802,528,18
14,"150",FALSE,641,730,14
15,"150",FALSE,630,305,12
16,"150",FALSE,868,536,18
17,"150",FALSE,628,316,12
18,"150",FALSE,595,328,12
19,"150",FALSE,646,293,12
20,"150",FALSE,876,492,18
21,"150",FALSE,438,525,8
22,"150",FALSE,609,668,14
23,"150",FALSE,633,298,12
24,"150",FALSE,650,376,12
25,"150",FALSE,643,303,12
26,"150",FALSE,864,494,18
27,"150",FALSE,855,506,18
28,"150",FALSE,450,501,8
29,"150",FALSE,646,690,14
0,"151",FALSE,618,322,12
1,"151",TRUE,NA,NA,NA
2,"151",FALSE,461,499,8
3,"151",FALSE,456,529,8
4,"151",FALSE,835,491,18
5,"151",FALSE,620,696,14
6,"151",FALSE,413,510,8
7,"151",FALSE,404,521,8
8,"151",FALSE,434,481,8
9,"151",FALSE,829,516,18
10,"151",FALSE,825,500,18
11,"151",FALSE,567,692,14
12,"151",FALSE,864,483,18
13,"151",FALSE,595,711,14
14,"151",FALSE,444,523,8
15,"151",FALSE,585,708,14
16,"151",FALSE,609,297,12
17,"151",FALSE,654,688,14
18,"151",FALSE,599,721,14
19,"151",FALSE,639,336,12
20,"151",FALSE,639,330,12
21,"151",FALSE,789,482,18
22,"151",FALSE,842,528,18
23,"151",FALSE,591,740,14
24,"151",FALSE,657,710,14
25,"151",FALSE,648,315,12
26,"151",FALSE,400,506,8
27,"151",FALSE,811,492,18
28,"151",FALSE,615,726,14
29,"151",FALSE,646,314,12
0,"152",FALSE,440,519,8
1,"152",FALSE,632,696,14
2,"152",FALSE,827,488,18
3,"152",FALSE,588,257,12
4,"152",FALSE,635,313,12
5,"152",FALSE,644,303,12
6,"152",FALSE,831,559,18
7,"152",FALSE,821,517,18
8,"152",FALSE,889,499,18
9,"152",FALSE,445,495,8
10,"152",FALSE,617,664,14
11,"152",FALSE,606,283,12
12,"152",FALSE,629,716,14
13,"152",FALSE,612,676,14
14,"152",FALSE,837,504,18
15,"152",FALSE,614,700,14
16,"152",FALSE,613,708,14
17,"152",FALSE,790,488,18
18,"152",FALSE,643,293,12
19,"152",FALSE,632,716,14
20,"152",FALSE,455,536,8
21,"152",FALSE,442,524,8
22,"152",FALSE,449,562,8
23,"152",FALSE,459,506,8
24,"152",FALSE,859,513,18
25,"152",FALSE,455,484,8
26,"152",FALSE,836,492,18
27,"152",FALSE,641,702,14
28,"152",FALSE,842,480,18
29,"152",FALSE,445,515,8
0,"153",FALSE,672,729,14
1,"153",FALSE,832,498,18
2,"153",TRUE,NA,NA,NA
3,"153",FALSE,842,518,18
4,"153",FALSE,659,744,14
5,"153",FALSE,628,374,12
6,"153",FALSE,431,500,8
7,"153",FALSE,631,715,14
8,"153",FALSE,853,527,18
9,"153",FALSE,812,518,18
10,"153",FALSE,654,725,14
11,"153",FALSE,656,733,14
12,"153",FALSE,631,707,14
13,"153",FALSE,818,502,18
14,"153",FALSE,440,502,8
15,"153",FALSE,627,309,12
16,"153",FALSE,646,736,14
17,"153",FALSE,679,281,12
18,"153",FALSE,597,305,12
19,"153",TRUE,445,492,8
20,"153",FALSE,651,697,14
21,"153",FALSE,623,715,14
22,"153",FALSE,633,707,14
23,"153",FALSE,793,510,18
24,"153",FALSE,614,303,12
25,"153",FALSE,457,522,8
26,"153",FALSE,631,701,14
27,"153",FALSE,631,305,12
28,"153",FALSE,607,323,12
29,"153",FALSE,616,759,14
0,"154",FALSE,614,339,12
1,"154",FALSE,860,516,18
2,"154",FALSE,833,503,18
3,"154",FALSE,626,355,12
4,"154",FALSE,421,511,8
5,"154",FALSE,430,506,8
6,"154",FALSE,425,524,8
7,"154",FALSE,661,694,14
8,"154",FALSE,653,300,12
9,"154",FALSE,434,500,8
10,"154",FALSE,835,493,18
11,"154",FALSE,835,522,18
12,"154",FALSE,839,480,18
13,"154",FALSE,651,706,14
14,"154",FALSE,637,283,12
15,"154",FALSE,452,492,8
16,"154",FALSE,611,704,14
17,"154",FALSE,640,738,14
18,"154",FALSE,656,721,14
19,"154",FALSE,444,530,8
20,"154",FALSE,832,498,18
21,"154",FALSE,605,308,12
22,"154",FALSE,653,319,12
23,"154",FALSE,668,720,14
24,"154",FALSE,455,516,8
25,"154",FALSE,416,529,8
26,"154",FALSE,419,521,8
27,"154",FALSE,672,715,14
28,"154",FALSE,836,500,18
29,"154",FALSE,815,495,18
