"trialid","subj","aborted","xpos","ypos","regnum"
0,"178",FALSE,832,491,18
1,"178",FALSE,644,330,12
2,"178",FALSE,831,480,18
3,"178",FALSE,633,284,12
4,"178",FALSE,845,501,18
5,"178",FALSE,658,319,12
6,"178",FALSE,816,507,18
7,"178",FALSE,622,299,12
8,"178",FALSE,434,499,8
9,"178",FALSE,427,487,8
10,"178",FALSE,624,694,14
11,"178",FALSE,643,683,14
12,"178",FALSE,608,674,14
13,"178",TRUE,665,345,12
14,"178",FALSE,423,537,8
15,"178",FALSE,584,672,14
16,"178",FALSE,632,303,12
17,"178",FALSE,635,697,14
18,"178",FALSE,427,514,8
19,"178",FALSE,660,304,12
20,"178",FALSE,896,512,18
21,"178",FALSE,394,487,8
22,"178",TRUE,NA,NA,NA
23,"178",FALSE,642,315,12
24,"178",FALSE,633,727,14
25,"178",FALSE,602,281,12
26,"178",FALSE,613,324,12
27,"178",TRUE,443,507,8
28,"178",FALSE,615,693,14
29,"178",FALSE,407,503,8
0,"179",FALSE,801,566,18
1,"179",FALSE,627,312,12
2,"179",FALSE,434,514,8
3,"179",FALSE,442,524,8
4,"179",FALSE,421,524,8
5,"179",FALSE,847,541,18
6,"179",FALSE,429,500,8
7,"179",FALSE,637,696,14
8,"179",FALSE,858,511,18
9,"179",FALSE,837,533,18
10,"179",FALSE,609,723,14
11,"179",FALSE,637,696,14
12,"179",FALSE,813,498,18
13,"179",FALSE,663,355,12
14,"179",FALSE,656,313,12
15,"179",FALSE,430,505,8
16,"179",FALSE,844,508,18
17,"179",FALSE,854,502,18
18,"179",FALSE,570,665,14
19,"179",FALSE,486,526,8
20,"179",FALSE,790,534,18
21,"179",FALSE,642,718,14
22,"179",FALSE,650,719,14
23,"179",FALSE,665,706,14
24,"179",FALSE,602,651,14
25,"179",FALSE,859,524,18
26,"179",FALSE,617,722,14
27,"179",FALSE,822,519,18
28,"179",FALSE,652,296,12
29,"179",FALSE,668,333,12
0,"180",FALSE,644,310,12
1,"180",FALSE,394,507,8
2,"180",FALSE,847,470,18
3,"180",FALSE,605,316,12
4,"180",FALSE,883,521,18
5,"180",FALSE,792,483,18
6,"180",FALSE,676,676,14
7,"180",FALSE,828,504,18
8,"180",FALSE,852,507,18
9,"180",FALSE,421,517,8
10,"180",FALSE,647,288,12
11,"180",TRUE,436,515,8
12,"180",FALSE,652,320,12
13,"180",FALSE,625,309,12
14,"180",FALSE,642,675,14
15,"180",FALSE,625,313,12
16,"180",FALSE,640,718,14
17,"180",FALSE,626,284,12
18,"180",FALSE,461,479,8
19,"180",FALSE,664,302,12
20,"180",FALSE,670,311,12
21,"180",FALSE,433,455,8
22,"180",FALSE,651,287,12
23,"180",FALSE,470,468,8
24,"180",FALSE,646,670,14
25,"180",FALSE,680,695,14
26,"180",FALSE,474,478,8
27,"180",FALSE,436,493,8
28,"180",FALSE,574,712,14
29,"180",FALSE,632,709,14
0,"181",FALSE,648,686,14
1,"181",FALSE,668,699,14
2,"181",FALSE,481,449,8
3,"181",FALSE,652,312,12
4,"181",FALSE,617,308,12
5,"181",FALSE,647,706,14
6,"181",FALSE,883,519,18
7,"181",FALSE,391,515,8
8,"181",FALSE,624,682,14
9,"181",FALSE,425,529,8
10,"181",FALSE,430,550,8
11,"181",FALSE,611,328,12
12,"181",FALSE,805,505,18
13,"181",FALSE,609,697,14
14,"181",FALSE,621,676,14
15,"181",FALSE,619,694,14
16,"181",FALSE,656,294,12
17,"181",FALSE,790,519,18
18,"181",FALSE,423,500,8
19,"181",FALSE,796,484,18
20,"181",FALSE,812,516,18
21,"181",FALSE,816,524,18
22,"181",FALSE,630,322,12
23,"181",FALSE,473,539,8
24,"181",FALSE,436,510,8
25,"181",FALSE,441,501,8
26,"181",FALSE,766,530,18
27,"181",FALSE,835,493,18
28,"181",FALSE,414,492,8
29,"181",FALSE,402,532,8
0,"182",FALSE,849,515,18
1,"182",FALSE,651,298,12
2,"182",FALSE,465,515,8
3,"182",TRUE,429,494,8
4,"182",FALSE,625,366,12
5,"182",FALSE,628,282,12
6,"182",FALSE,402,497,8
7,"182",FALSE,467,519,8
8,"182",FALSE,666,689,14
9,"182",FALSE,433,542,8
10,"182",FALSE,646,265,12
11,"182",TRUE,641,275,12
12,"182",FALSE,468,515,8
13,"182",FALSE,853,483,18
14,"182",FALSE,642,281,12
15,"182",FALSE,818,517,18
16,"182",FALSE,658,362,12
17,"182",FALSE,640,687,14
18,"182",FALSE,811,506,18
19,"182",TRUE,820,508,18
20,"182",FALSE,625,722,14
21,"182",FALSE,808,511,18
22,"182",FALSE,630,700,14
23,"182",FALSE,631,287,12
24,"182",FALSE,645,318,12
25,"182",FALSE,658,714,14
26,"182",FALSE,400,511,8
27,"182",FALSE,583,672,14
28,"182",FALSE,421,497,8
29,"182",FALSE,659,313,12
0,"184",FALSE,423,491,8
1,"184",FALSE,805,512,18
2,"184",FALSE,634,368,12
3,"184",FALSE,636,707,14
4,"184",FALSE,440,503,8
5,"184",FALSE,837,479,18
6,"184",FALSE,626,687,14
7,"184",FALSE,636,283,12
8,"184",FALSE,462,511,8
9,"184",FALSE,822,515,18
10,"184",FALSE,824,510,18
11,"184",FALSE,424,490,8
12,"184",FALSE,423,523,8
13,"184",FALSE,832,484,18
14,"184",FALSE,803,506,18
15,"184",FALSE,628,727,14
16,"184",FALSE,429,509,8
17,"184",FALSE,628,311,12
18,"184",FALSE,839,505,18
19,"184",FALSE,857,484,18
20,"184",FALSE,829,501,18
21,"184",FALSE,613,697,14
22,"184",FALSE,635,290,12
23,"184",FALSE,619,280,12
24,"184",FALSE,443,521,8
25,"184",FALSE,419,508,8
26,"184",FALSE,629,264,12
27,"184",FALSE,645,313,12
28,"184",FALSE,600,686,14
29,"184",FALSE,636,292,12
0,"185",FALSE,838,499,18
1,"185",FALSE,636,708,14
2,"185",FALSE,662,298,12
3,"185",FALSE,450,522,8
4,"185",FALSE,851,502,18
5,"185",FALSE,648,694,14
6,"185",FALSE,456,496,8
7,"185",FALSE,818,513,18
8,"185",FALSE,619,687,14
9,"185",FALSE,630,285,12
10,"185",FALSE,641,296,12
11,"185",FALSE,829,481,18
12,"185",FALSE,659,345,12
13,"185",FALSE,636,290,12
14,"185",FALSE,410,523,8
15,"185",FALSE,618,294,12
16,"185",FALSE,592,685,14
17,"185",FALSE,838,493,18
18,"185",FALSE,590,712,14
19,"185",FALSE,655,714,14
20,"185",FALSE,440,530,8
21,"185",FALSE,813,510,18
22,"185",FALSE,428,494,8
23,"185",FALSE,812,510,18
24,"185",FALSE,628,254,12
25,"185",FALSE,850,490,18
26,"185",FALSE,654,700,14
27,"185",FALSE,608,280,12
28,"185",FALSE,824,493,18
29,"185",FALSE,469,517,8
0,"186",FALSE,631,333,12
1,"186",FALSE,847,528,18
2,"186",FALSE,677,660,14
3,"186",FALSE,445,476,8
4,"186",FALSE,633,316,12
5,"186",FALSE,427,483,8
6,"186",FALSE,656,676,14
7,"186",FALSE,648,706,14
8,"186",FALSE,835,495,18
9,"186",FALSE,614,299,12
10,"186",FALSE,640,716,14
11,"186",FALSE,424,507,8
12,"186",FALSE,636,350,12
13,"186",FALSE,424,509,8
14,"186",FALSE,629,300,12
15,"186",FALSE,806,488,18
16,"186",FALSE,422,474,8
17,"186",FALSE,634,698,14
18,"186",FALSE,443,505,8
19,"186",FALSE,646,287,12
20,"186",FALSE,861,506,18
21,"186",FALSE,653,314,12
22,"186",FALSE,663,262,12
23,"186",FALSE,680,337,12
24,"186",FALSE,638,705,14
25,"186",FALSE,698,691,14
26,"186",FALSE,426,443,8
27,"186",FALSE,633,324,12
28,"186",FALSE,427,499,8
29,"186",FALSE,448,514,8
0,"187",FALSE,814,546,18
1,"187",FALSE,656,684,14
2,"187",FALSE,858,511,18
3,"187",FALSE,650,723,14
4,"187",FALSE,448,517,8
5,"187",FALSE,673,328,12
6,"187",TRUE,849,524,18
7,"187",FALSE,842,533,18
8,"187",FALSE,458,512,8
9,"187",FALSE,843,517,18
10,"187",FALSE,828,537,18
11,"187",FALSE,467,531,8
12,"187",FALSE,446,518,8
13,"187",FALSE,475,486,8
14,"187",FALSE,446,510,8
15,"187",FALSE,663,690,14
16,"187",FALSE,655,711,14
17,"187",FALSE,460,535,8
18,"187",FALSE,473,512,8
19,"187",FALSE,615,311,12
20,"187",FALSE,633,331,12
21,"187",FALSE,625,732,14
22,"187",FALSE,616,687,14
23,"187",FALSE,633,704,14
24,"187",FALSE,840,522,18
25,"187",FALSE,645,707,14
26,"187",FALSE,424,527,8
27,"187",FALSE,851,529,18
28,"187",FALSE,621,711,14
29,"187",FALSE,667,731,14
0,"188",FALSE,827,516,18
1,"188",FALSE,433,516,8
2,"188",FALSE,430,528,8
3,"188",FALSE,632,309,12
4,"188",FALSE,624,306,12
5,"188",FALSE,439,506,8
6,"188",FALSE,453,507,8
7,"188",FALSE,630,256,12
8,"188",FALSE,847,494,18
9,"188",FALSE,846,522,18
10,"188",FALSE,630,718,14
11,"188",FALSE,644,717,14
12,"188",FALSE,433,498,8
13,"188",FALSE,641,301,12
14,"188",FALSE,625,703,14
15,"188",FALSE,636,305,12
16,"188",FALSE,634,701,14
17,"188",FALSE,435,497,8
18,"188",FALSE,636,715,14
19,"188",FALSE,841,506,18
20,"188",FALSE,427,494,8
21,"188",FALSE,832,519,18
22,"188",FALSE,645,706,14
23,"188",FALSE,633,302,12
24,"188",FALSE,629,709,14
25,"188",FALSE,650,755,14
26,"188",FALSE,430,523,8
27,"188",FALSE,830,506,18
28,"188",FALSE,450,482,8
29,"188",FALSE,815,495,18
0,"189",FALSE,849,504,18
1,"189",FALSE,846,517,18
2,"189",FALSE,629,301,12
3,"189",FALSE,834,494,18
4,"189",FALSE,645,305,12
5,"189",FALSE,399,514,8
6,"189",FALSE,636,674,14
7,"189",FALSE,432,502,8
8,"189",FALSE,647,689,14
9,"189",FALSE,840,516,18
10,"189",FALSE,418,510,8
11,"189",FALSE,652,715,14
12,"189",FALSE,869,508,18
13,"189",FALSE,851,492,18
14,"189",FALSE,881,500,18
15,"189",FALSE,842,493,18
16,"189",FALSE,450,532,8
17,"189",FALSE,430,522,8
18,"189",FALSE,831,508,18
19,"189",FALSE,595,317,12
20,"189",FALSE,652,307,12
21,"189",FALSE,424,510,8
22,"189",FALSE,607,285,12
23,"189",FALSE,828,477,18
24,"189",FALSE,650,712,14
25,"189",FALSE,843,503,18
26,"189",FALSE,622,279,12
27,"189",FALSE,633,704,14
28,"189",FALSE,663,706,14
29,"189",FALSE,844,560,18
0,"191",FALSE,855,507,18
1,"191",FALSE,630,706,14
2,"191",FALSE,635,701,14
3,"191",FALSE,808,496,18
4,"191",FALSE,843,504,18
5,"191",FALSE,449,491,8
6,"191",FALSE,636,312,12
7,"191",FALSE,618,316,12
8,"191",FALSE,821,515,18
9,"191",FALSE,837,485,18
10,"191",FALSE,404,498,8
11,"191",FALSE,839,491,18
12,"191",FALSE,437,508,8
13,"191",FALSE,630,722,14
14,"191",FALSE,835,512,18
15,"191",FALSE,643,728,14
16,"191",FALSE,648,283,12
17,"191",FALSE,626,725,14
18,"191",FALSE,442,523,8
19,"191",FALSE,836,492,18
20,"191",FALSE,872,486,18
21,"191",FALSE,636,679,14
22,"191",FALSE,824,533,18
23,"191",FALSE,433,526,8
24,"191",FALSE,413,517,8
25,"191",FALSE,448,507,8
26,"191",FALSE,626,320,12
27,"191",FALSE,790,494,18
28,"191",FALSE,827,491,18
29,"191",FALSE,651,709,14
0,"192",FALSE,636,705,14
1,"192",FALSE,621,723,14
2,"192",FALSE,610,690,14
3,"192",FALSE,896,526,18
4,"192",FALSE,642,293,12
5,"192",FALSE,617,358,12
6,"192",FALSE,447,531,8
7,"192",FALSE,435,486,8
8,"192",FALSE,841,500,18
9,"192",FALSE,863,530,18
10,"192",FALSE,658,734,14
11,"192",FALSE,630,284,12
12,"192",FALSE,640,684,14
13,"192",FALSE,843,514,18
14,"192",FALSE,637,284,12
15,"192",FALSE,656,728,14
16,"192",FALSE,624,710,14
17,"192",FALSE,382,465,8
18,"192",FALSE,437,490,8
19,"192",FALSE,464,537,8
20,"192",FALSE,626,271,12
21,"192",FALSE,607,330,12
22,"192",FALSE,432,543,8
23,"192",FALSE,414,512,8
24,"192",FALSE,638,286,12
25,"192",FALSE,630,667,14
26,"192",FALSE,640,682,14
27,"192",FALSE,392,545,8
28,"192",FALSE,796,505,18
29,"192",FALSE,440,524,8
0,"193",FALSE,845,495,18
1,"193",FALSE,626,324,12
2,"193",FALSE,612,688,14
3,"193",FALSE,619,316,12
4,"193",FALSE,800,496,18
5,"193",FALSE,618,676,14
6,"193",FALSE,655,282,12
7,"193",FALSE,656,303,12
8,"193",FALSE,846,543,18
9,"193",FALSE,810,487,18
10,"193",FALSE,608,688,14
11,"193",FALSE,641,331,12
12,"193",FALSE,420,501,8
13,"193",FALSE,870,504,18
14,"193",FALSE,838,526,18
15,"193",TRUE,NA,NA,NA
16,"193",FALSE,438,487,8
17,"193",FALSE,622,317,12
18,"193",FALSE,627,287,12
19,"193",FALSE,681,715,14
20,"193",FALSE,696,368,12
21,"193",FALSE,440,497,8
22,"193",FALSE,853,505,18
23,"193",FALSE,407,469,8
24,"193",FALSE,633,687,14
25,"193",FALSE,851,499,18
26,"193",FALSE,622,299,12
27,"193",FALSE,655,284,12
28,"193",FALSE,666,730,14
29,"193",FALSE,638,292,12
0,"194",FALSE,845,548,18
1,"194",FALSE,635,300,12
2,"194",FALSE,633,316,12
3,"194",FALSE,808,474,18
4,"194",FALSE,631,693,14
5,"194",FALSE,611,309,12
6,"194",FALSE,613,332,12
7,"194",FALSE,838,513,18
8,"194",FALSE,673,679,14
9,"194",FALSE,617,665,14
10,"194",FALSE,424,539,8
11,"194",FALSE,611,710,14
12,"194",FALSE,673,700,14
13,"194",FALSE,859,485,18
14,"194",FALSE,640,304,12
15,"194",FALSE,427,546,8
16,"194",FALSE,648,296,12
17,"194",FALSE,829,468,18
18,"194",FALSE,648,295,12
19,"194",FALSE,659,713,14
20,"194",FALSE,613,689,14
21,"194",FALSE,648,711,14
22,"194",FALSE,842,490,18
23,"194",FALSE,672,320,12
24,"194",FALSE,839,493,18
25,"194",FALSE,639,298,12
26,"194",FALSE,657,709,14
27,"194",FALSE,591,669,14
28,"194",FALSE,487,539,8
29,"194",FALSE,629,328,12
0,"195",FALSE,647,687,14
1,"195",FALSE,796,546,18
2,"195",FALSE,842,543,18
3,"195",FALSE,830,498,18
4,"195",FALSE,653,641,14
5,"195",FALSE,843,528,18
6,"195",FALSE,605,627,14
7,"195",FALSE,823,492,18
8,"195",FALSE,607,680,14
9,"195",FALSE,864,514,18
10,"195",FALSE,696,736,14
11,"195",FALSE,553,694,14
12,"195",FALSE,647,375,12
13,"195",FALSE,446,466,8
14,"195",FALSE,765,515,18
15,"195",FALSE,607,748,14
16,"195",FALSE,823,500,18
17,"195",FALSE,633,355,12
18,"195",FALSE,600,663,14
19,"195",FALSE,465,488,8
20,"195",FALSE,652,658,14
21,"195",FALSE,461,518,8
22,"195",FALSE,634,362,12
23,"195",FALSE,649,347,12
24,"195",FALSE,568,345,12
25,"195",FALSE,793,552,18
26,"195",FALSE,382,516,8
27,"195",FALSE,580,775,14
28,"195",FALSE,785,574,18
29,"195",FALSE,397,528,8
0,"196",FALSE,848,505,18
1,"196",FALSE,834,482,18
2,"196",FALSE,853,514,18
3,"196",FALSE,825,519,18
4,"196",FALSE,431,506,8
5,"196",FALSE,638,299,12
6,"196",TRUE,NA,NA,NA
7,"196",FALSE,834,496,18
8,"196",FALSE,404,488,8
9,"196",FALSE,422,529,8
10,"196",FALSE,632,688,14
11,"196",FALSE,618,709,14
12,"196",FALSE,638,305,12
13,"196",FALSE,851,518,18
14,"196",FALSE,591,669,14
15,"196",FALSE,632,655,14
16,"196",FALSE,613,709,14
17,"196",FALSE,824,574,18
18,"196",FALSE,841,518,18
19,"196",FALSE,435,482,8
20,"196",FALSE,615,726,14
21,"196",FALSE,455,512,8
22,"196",FALSE,636,703,14
23,"196",FALSE,849,508,18
24,"196",FALSE,837,506,18
25,"196",FALSE,614,744,14
26,"196",FALSE,651,301,12
27,"196",FALSE,653,694,14
28,"196",FALSE,664,334,12
29,"196",FALSE,441,487,8
0,"197",FALSE,446,489,8
1,"197",FALSE,641,314,12
2,"197",FALSE,663,323,12
3,"197",FALSE,816,501,18
4,"197",FALSE,490,501,8
5,"197",FALSE,642,703,14
6,"197",FALSE,422,504,8
7,"197",FALSE,611,324,12
8,"197",FALSE,838,531,18
9,"197",FALSE,623,278,12
10,"197",FALSE,640,264,12
11,"197",FALSE,635,714,14
12,"197",FALSE,628,709,14
13,"197",FALSE,609,312,12
14,"197",FALSE,637,332,12
15,"197",FALSE,837,508,18
16,"197",FALSE,421,504,8
17,"197",FALSE,661,284,12
18,"197",FALSE,636,307,12
19,"197",FALSE,619,693,14
20,"197",FALSE,612,704,14
21,"197",FALSE,623,698,14
22,"197",FALSE,447,512,8
23,"197",FALSE,410,520,8
24,"197",FALSE,897,523,18
25,"197",FALSE,441,533,8
26,"197",FALSE,861,544,18
27,"197",FALSE,634,727,14
28,"197",FALSE,855,505,18
29,"197",FALSE,837,516,18
0,"198",FALSE,423,526,8
1,"198",FALSE,654,706,14
2,"198",FALSE,836,512,18
3,"198",FALSE,590,287,12
4,"198",FALSE,432,499,8
5,"198",FALSE,636,298,12
6,"198",FALSE,623,278,12
7,"198",FALSE,815,498,18
8,"198",FALSE,412,484,8
9,"198",FALSE,429,489,8
10,"198",FALSE,605,296,12
11,"198",FALSE,415,505,8
12,"198",FALSE,429,492,8
13,"198",FALSE,408,498,8
14,"198",FALSE,626,700,14
15,"198",FALSE,632,709,14
16,"198",FALSE,669,296,12
17,"198",FALSE,870,495,18
18,"198",FALSE,472,445,8
19,"198",FALSE,636,707,14
20,"198",FALSE,642,707,14
21,"198",FALSE,850,509,18
22,"198",FALSE,833,512,18
23,"198",FALSE,625,311,12
24,"198",FALSE,630,705,14
25,"198",FALSE,869,491,18
26,"198",FALSE,633,356,12
27,"198",FALSE,625,698,14
28,"198",FALSE,403,488,8
29,"198",FALSE,626,691,14
0,"199",FALSE,807,538,18
1,"199",FALSE,617,695,14
2,"199",FALSE,615,274,12
3,"199",FALSE,446,493,8
4,"199",FALSE,431,505,8
5,"199",FALSE,613,719,14
6,"199",FALSE,427,529,8
7,"199",FALSE,408,512,8
8,"199",FALSE,663,701,14
9,"199",FALSE,443,490,8
10,"199",FALSE,631,711,14
11,"199",FALSE,620,281,12
12,"199",FALSE,806,525,18
13,"199",FALSE,581,270,12
14,"199",FALSE,636,694,14
15,"199",FALSE,823,514,18
16,"199",FALSE,435,512,8
17,"199",FALSE,595,278,12
18,"199",FALSE,824,513,18
19,"199",FALSE,643,711,14
20,"199",FALSE,644,292,12
21,"199",FALSE,853,510,18
22,"199",FALSE,864,497,18
23,"199",FALSE,867,524,18
24,"199",FALSE,612,699,14
25,"199",FALSE,635,700,14
26,"199",FALSE,664,703,14
27,"199",FALSE,627,693,14
28,"199",FALSE,663,695,14
29,"199",FALSE,852,512,18
0,"200",FALSE,411,537,8
1,"200",TRUE,NA,NA,NA
2,"200",FALSE,846,492,18
3,"200",FALSE,621,770,14
4,"200",FALSE,860,501,18
5,"200",FALSE,634,319,12
6,"200",FALSE,693,712,14
7,"200",FALSE,578,250,12
8,"200",FALSE,657,712,14
9,"200",FALSE,430,513,8
10,"200",FALSE,892,494,18
11,"200",FALSE,648,707,14
12,"200",FALSE,627,266,12
13,"200",FALSE,666,720,14
14,"200",FALSE,640,281,12
15,"200",FALSE,606,696,14
16,"200",FALSE,856,514,18
17,"200",FALSE,787,525,18
18,"200",FALSE,419,473,8
19,"200",FALSE,658,301,12
20,"200",FALSE,647,717,14
21,"200",FALSE,640,306,12
22,"200",FALSE,441,511,8
23,"200",FALSE,680,325,12
24,"200",FALSE,827,446,18
25,"200",FALSE,428,490,8
26,"200",FALSE,808,506,18
27,"200",FALSE,443,508,8
28,"200",FALSE,610,703,14
29,"200",FALSE,842,523,18
